person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,interest_burden,Cluster,Default_Probability,Risk_Level,Home Ownership,Loan Purpose,Loan Grade,Default History,Actual Default Status,Cluster_Name,Income Group,Age Group
22,34000,2.0,8000,9.91,0.24,4,0.2352941176470588,79280.0,2,0.23771784,Medium Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,High Risk,Middle Income,20-25
22,70000,0.0,6000,11.89,0.09,2,0.0857142857142857,71340.0,1,0.022640768,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Low Income,20-25
23,29100,3.0,5000,14.84,0.17,2,0.1718213058419244,74200.0,1,0.52334505,High Risk,RENT,EDUCATION,D,N,No Default,Medium Risk,Middle Income,20-25
23,94000,7.0,3500,11.49,0.04,3,0.0372340425531914,40215.0,1,0.048554722,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,High Income,20-25
21,14400,1.6372298835172843,1784,16.097042703174772,0.12637229883517284,2,0.12390196957608988,28632.29053789038,1,0.99827003,High Risk,RENT,PERSONAL,D,N,Default,Medium Risk,Middle Income,20-25
31,258000,3.0,28000,5.99,0.11,5,0.1085271317829457,167720.0,0,0.01597113,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,Low Risk,High Income,25-30
24,64000,8.0,8000,10.99,0.13,3,0.125,87920.0,1,0.0196255,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Medium Risk,Low Income,20-25
23,40000,7.0,15000,7.49,0.38,3,0.375,112350.0,0,0.9966462,High Risk,RENT,PERSONAL,A,N,Default,Low Risk,Upper Middle Income,20-25
33,29585,2.1704445750160923,5351,15.524383225611723,0.18170444575016093,11,0.18075489237367787,82832.73537603025,1,0.9996568,High Risk,RENT,EDUCATION,D,Y,Default,Medium Risk,Middle Income,20-25
27,33000,8.76775951791364,7838,14.973224048208635,0.23676775951791365,8,0.2375269083604752,117256.56420843651,1,0.90852034,High Risk,RENT,DEBTCONSOLIDATION,C,Y,Default,Medium Risk,Middle Income,20-25
27,63299,3.8141001523566573,10000,10.99,0.14725640060942663,5,0.1579911018642725,109900.0,1,0.98188376,High Risk,OTHER,HOMEIMPROVEMENT,A,N,Default,Medium Risk,Low Income,20-25
22,42000,6.0,5000,8.94,0.12,2,0.119047619047619,44700.0,2,0.2013935,Medium Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Upper Middle Income,20-25
22,32208,2.292361456273419,11268,12.031659511673215,0.3458472291254684,2,0.3498871737685999,135398.9257121285,0,0.99996054,High Risk,RENT,PERSONAL,A,N,Default,Low Risk,Middle Income,20-25
23,21600,2.0,6000,14.42,0.28,4,0.2777777777777778,86520.0,1,0.9848348,High Risk,RENT,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
26,70000,6.0,10000,10.99,0.14,4,0.1428571428571428,109900.0,1,0.21560177,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,D,N,No Default,Medium Risk,Low Income,20-25
26,52000,6.0,4800,17.99,0.09,4,0.0923076923076923,86351.99999999999,1,0.8518908,High Risk,RENT,MEDICAL,E,N,Default,Medium Risk,Upper Middle Income,20-25
25,53817,10.635027267733152,4818,11.489087568169333,0.09091243183066712,2,0.08955176671458713,55357.114675533965,1,0.6530377,High Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,Default,Medium Risk,Upper Middle Income,20-25
46,96000,4.0,10000,12.69,0.1,11,0.1041666666666666,126900.0,1,0.14060256,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,High Income,30-35
25,180000,2.0,3000,11.12,0.02,2,0.0166666666666666,33360.0,1,0.005576476,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,High Income,20-25
31,60000,2.0,12000,13.98,0.2,5,0.2,167760.0,1,0.025843134,Low Risk,RENT,PERSONAL,C,N,No Default,Medium Risk,Low Income,25-30
44,57700,4.0,3600,6.99,0.06,14,0.0623916811091854,25164.0,2,0.0398674,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Low Income,30-35
23,73500,7.0,6000,14.96,0.08,4,0.0816326530612244,89760.0,1,0.38307258,Medium Risk,RENT,PERSONAL,D,Y,No Default,Medium Risk,Low Income,20-25
22,39000,3.0,6600,10.99,0.17,2,0.1692307692307692,72534.0,1,0.3972562,Medium Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
27,275000,11.0,35000,10.99,0.13,6,0.1272727272727272,384650.0,0,0.009000485,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Low Risk,High Income,20-25
32,49000,9.0,8275,10.99,0.17,6,0.1688775510204081,90942.25,1,0.15775096,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,Upper Middle Income,25-30
37,40800,4.0,2875,11.99,0.07,14,0.0704656862745098,34471.25,1,0.024249377,Low Risk,OWN,PERSONAL,B,N,No Default,Medium Risk,Upper Middle Income,25-30
23,53883,3.1749155054950218,6000,10.99,0.1105830516849834,2,0.11136027849785615,65940.0,1,0.9813238,High Risk,OWN,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Upper Middle Income,20-25
30,42000,0.0,1850,11.99,0.04,6,0.044047619047619,22181.5,1,0.12081832,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
28,35331,2.340682480169728,5553,14.593828575339744,0.15659317519830274,5,0.15706210824894823,80430.5406575355,1,0.9959526,High Risk,RENT,HOMEIMPROVEMENT,C,N,Default,Medium Risk,Middle Income,20-25
44,51299,3.6239017623018404,20121,7.503504392950792,0.39350439295079265,20,0.39263229755992685,150982.3146739889,0,0.999731,High Risk,RENT,HOMEIMPROVEMENT,A,N,Default,Low Risk,Upper Middle Income,30-35
26,50124,8.124308299251272,8039,11.708501969672355,0.16254150204492368,6,0.16052200270386463,92305.93102776064,1,0.81508857,High Risk,MORTGAGE,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Upper Middle Income,20-25
22,45000,6.0,5000,11.36,0.11,4,0.1111111111111111,56800.0,1,0.0651929,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Upper Middle Income,20-25
26,33996,1.0,9600,9.88,0.28,2,0.2823861630780092,94848.0,0,0.469583,Medium Risk,RENT,MEDICAL,B,N,No Default,Low Risk,Middle Income,20-25
22,24996,3.0,10000,8.94,0.4,4,0.4000640102416387,89400.0,0,0.99760264,High Risk,RENT,MEDICAL,A,N,Default,Low Risk,Middle Income,20-25
45,140000,18.0,7000,7.29,0.05,17,0.05,51030.0,2,0.005131647,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,High Income,30-35
25,65000,1.0,15000,11.12,0.23,4,0.2307692307692307,166800.0,0,0.023765018,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Low Risk,Low Income,20-25
25,59000,4.5000823419758245,6000,16.24500806951363,0.1,2,0.1016949152542373,97470.04841708178,1,0.97205126,High Risk,RENT,EDUCATION,D,N,Default,Medium Risk,Low Income,20-25
29,21000,1.0,4000,5.79,0.19,10,0.1904761904761904,23160.0,2,0.026557557,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,20-25
36,37000,5.0,3000,18.39,0.08,15,0.081081081081081,55170.0,1,0.8977435,High Risk,MORTGAGE,MEDICAL,E,Y,Default,Medium Risk,Middle Income,25-30
24,24943,2.1130745339190744,8943,11.565371273108902,0.3583038819912139,2,0.3584923395477457,103353.92236017573,0,0.99994993,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Low Risk,Middle Income,20-25
29,51977,3.6705065021250896,19780,10.499464253914693,0.38,6,0.3805446978179337,207579.68385563482,0,0.9996911,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Low Risk,Upper Middle Income,20-25
25,95000,0.0,15000,11.49,0.16,3,0.1578947368421052,172350.0,0,0.08084158,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Low Risk,High Income,20-25
28,44338,3.983922086123212,2595,7.155327611229205,0.059892813907488074,6,0.05854276535140598,18560.977352191163,1,0.99038297,High Risk,MORTGAGE,MEDICAL,A,N,Default,Medium Risk,Upper Middle Income,20-25
21,35000,5.0,4800,10.99,0.14,3,0.1371428571428571,52752.0,1,0.061276324,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Middle Income,20-25
26,42000,0.0,8500,11.14,0.2,4,0.2023809523809523,94690.0,1,0.06463083,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
28,56461,5.0,5400,15.68,0.1,6,0.0956412390853863,84672.0,1,0.35347673,Medium Risk,RENT,EDUCATION,E,Y,No Default,Medium Risk,Low Income,20-25
22,27804,2.0,3750,13.85,0.13,4,0.1348726801899007,51937.5,1,0.33809382,Medium Risk,RENT,MEDICAL,C,Y,No Default,Medium Risk,Middle Income,20-25
35,37000,2.0,2000,11.26,0.05,10,0.054054054054054,22520.0,1,0.1534133,Low Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Middle Income,25-30
27,112548,11.0,24000,10.99,0.21,7,0.2132423499306962,263760.0,0,0.103492185,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Low Risk,High Income,20-25
28,135996,12.0,12500,8.59,0.09,6,0.0919144680725903,107375.0,2,0.085371256,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,High Income,20-25
32,101000,12.0,8000,11.49,0.08,5,0.0792079207920792,91920.0,1,0.13516998,Low Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,High Income,25-30
23,53871,5.896173340027538,4564,8.317166570137546,0.08128024762861077,3,0.08474241091199296,37884.297969033,2,0.8084362,High Risk,OWN,EDUCATION,A,N,Default,High Risk,Upper Middle Income,20-25
51,43988,12.055302548784127,21508,15.054801560414292,0.49033181529270475,16,0.49019352769552427,323102.0608362999,0,0.99893993,High Risk,RENT,DEBTCONSOLIDATION,D,Y,Default,Low Risk,Upper Middle Income,30-35
22,40000,1.0,4800,5.42,0.12,2,0.12,26016.0,2,0.0060721245,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
23,72250,7.0,35000,15.99,0.41,2,0.4844290657439446,559650.0,0,0.91594857,High Risk,MORTGAGE,MEDICAL,D,N,Default,Low Risk,Low Income,20-25
23,75000,5.0,5000,11.12,0.07,2,0.0666666666666666,55599.99999999999,1,0.034904283,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Medium Risk,Low Income,20-25
30,30000,12.218427473994872,10997,13.933390504596577,0.3625824732639863,6,0.36659460812365263,152924.46192529026,0,0.85253185,High Risk,MORTGAGE,DEBTCONSOLIDATION,D,N,Default,Low Risk,Middle Income,20-25
34,48000,3.0,7500,6.62,0.16,7,0.15625,49650.0,2,0.03794902,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,25-30
29,54996,6.0,4200,15.95,0.08,10,0.0763691904865808,66990.0,1,0.15421598,Low Risk,RENT,PERSONAL,E,Y,No Default,Medium Risk,Upper Middle Income,20-25
25,22510,0.9928956979660304,10000,12.800497301142377,0.4497868709389809,6,0.4462171338680366,128004.97301142378,0,0.999962,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Low Risk,Middle Income,20-25
27,43500,0.0,1200,10.99,0.03,5,0.0275862068965517,13188.0,1,0.18191744,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
23,46443,7.0,6000,7.9,0.13,4,0.1291906207609327,47400.0,2,0.055069655,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
26,33199,3.3359452193385524,10234,6.965308485943953,0.3067189043867711,4,0.30844964224979055,71017.99013648283,2,0.9997651,High Risk,RENT,MEDICAL,A,N,Default,High Risk,Middle Income,20-25
22,95000,2.0,24000,7.9,0.25,4,0.2526315789473684,189600.0,0,0.024792193,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Low Risk,High Income,20-25
47,95000,13.0,5000,6.03,0.05,16,0.0526315789473684,30150.0,2,0.0029904735,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,High Income,30-35
38,98000,1.0,15594,15.398027420438282,0.1559464838637448,11,0.15912906516708647,239765.26094105278,0,0.95925456,High Risk,OTHER,DEBTCONSOLIDATION,C,Y,Default,Low Risk,High Income,25-30
21,24000,2.0,13000,15.7,0.54,3,0.5416666666666666,204100.0,0,0.99958307,High Risk,RENT,VENTURE,D,Y,Default,Low Risk,Middle Income,20-25
26,51300,9.0,8400,11.99,0.16,3,0.1637426900584795,100716.0,1,0.24593504,Medium Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Upper Middle Income,20-25
22,36250,6.0,6000,14.22,0.17,3,0.1655172413793103,85320.0,1,0.08352638,Low Risk,RENT,EDUCATION,C,Y,No Default,Medium Risk,Middle Income,20-25
26,108000,4.0,9000,5.79,0.08,2,0.0833333333333333,52110.0,2,0.0047964826,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,High Income,20-25
26,57173,1.405589516434461,3886,14.39254235143716,0.0659441048356554,4,0.06779092021946831,54813.252926539295,1,0.9715252,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Low Income,20-25
27,21840,0.0,6500,16.35,0.3,7,0.2976190476190476,106275.0,1,0.9851011,High Risk,RENT,VENTURE,E,N,Default,Medium Risk,Middle Income,20-25
22,66000,6.0,8000,14.65,0.12,4,0.1212121212121212,117200.0,1,0.68302125,High Risk,RENT,HOMEIMPROVEMENT,C,Y,Default,Medium Risk,Low Income,20-25
38,34000,19.0,6000,7.9,0.18,11,0.1764705882352941,47400.0,2,0.13108492,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,25-30
22,50068,6.017082883968814,20020,13.20633369282495,0.39982917116031186,2,0.3998734601187495,264381.2771591702,0,0.6573624,High Risk,OWN,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
40,54000,19.0,5000,5.42,0.09,13,0.0925925925925925,27100.0,2,0.071016,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,25-30
25,31000,4.0,5200,5.42,0.17,4,0.1677419354838709,28184.0,2,0.16948412,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,Middle Income,20-25
38,19200,3.1077637849861235,5735,14.379284166257687,0.2967670864504163,10,0.29871571505251693,76588.54226683224,0,0.99837935,High Risk,OWN,HOMEIMPROVEMENT,C,N,Default,Low Risk,Middle Income,25-30
38,30500,8.0,10000,14.22,0.33,12,0.3278688524590163,142200.0,0,0.9969213,High Risk,RENT,EDUCATION,C,N,Default,Low Risk,Middle Income,25-30
22,44004,3.0,9000,14.11,0.2,3,0.2045268611944368,126990.0,1,0.6212322,High Risk,MORTGAGE,VENTURE,D,Y,Default,Medium Risk,Upper Middle Income,20-25
35,18623,1.7525723502099602,8202,6.729122990780445,0.44,12,0.44052343648092307,55174.90422050519,0,0.9999745,High Risk,RENT,PERSONAL,A,N,Default,Low Risk,Middle Income,25-30
32,48000,5.0,5000,11.49,0.1,8,0.1041666666666666,57450.0,1,0.09061105,Low Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Upper Middle Income,25-30
25,33836,4.509854576700851,10130,12.966224009165582,0.2965352723106553,3,0.2995345840008105,131260.76769884213,0,0.9792078,High Risk,RENT,PERSONAL,C,N,Default,Low Risk,Middle Income,20-25
27,104371,4.0,15000,16.77,0.14,5,0.1437180826091539,251550.0,1,0.25181457,Medium Risk,RENT,HOMEIMPROVEMENT,D,N,No Default,Medium Risk,High Income,20-25
22,31200,4.0,6000,13.22,0.19,2,0.1923076923076923,79320.0,1,0.263735,Medium Risk,RENT,EDUCATION,C,N,No Default,Medium Risk,Middle Income,20-25
27,70392,9.0,1500,10.99,0.02,9,0.0213092396863279,16485.0,1,0.0070530446,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Medium Risk,Low Income,20-25
25,42669,5.969630607454391,3496,9.832191072825802,0.08323210202484797,4,0.08213132456640693,33213.13987470658,1,0.98878443,High Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,Default,Medium Risk,Upper Middle Income,20-25
36,23281,1.3932517026140916,9603,10.200023292281081,0.41278650340522816,13,0.4124333940171527,97886.0151399827,0,0.99993634,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Low Risk,Middle Income,25-30
23,33000,1.0,4500,15.05,0.14,4,0.1363636363636363,67725.0,1,0.99490476,High Risk,RENT,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Middle Income,20-25
22,29610,0.7790263667668477,3954,15.404756591691713,0.13,2,0.13356111882069202,60893.752819306916,1,0.9732502,High Risk,RENT,VENTURE,C,N,Default,Medium Risk,Middle Income,20-25
39,48000,4.0,20500,14.59,0.43,16,0.4270833333333333,299095.0,0,0.9973616,High Risk,RENT,MEDICAL,D,N,Default,Low Risk,Upper Middle Income,25-30
26,59018,6.795535101867572,2959,12.239196775608375,0.05,7,0.05011329570928186,36018.33712560838,1,0.9835343,High Risk,OWN,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Low Income,20-25
23,67554,7.528573299035456,15000,14.11,0.21207140051446816,3,0.22204534807839346,211650.0,0,0.8122678,High Risk,MORTGAGE,EDUCATION,D,Y,Default,Low Risk,Low Income,20-25
28,48000,13.0,5000,15.27,0.1,8,0.1041666666666666,76350.0,1,0.4681774,Medium Risk,MORTGAGE,MEDICAL,C,Y,Default,Medium Risk,Upper Middle Income,20-25
24,27000,0.0,10000,12.73,0.37,2,0.3703703703703703,127300.0,0,0.9966216,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Low Risk,Middle Income,20-25
34,67000,4.0,6400,13.23,0.1,7,0.0955223880597015,84672.0,1,0.15403657,Low Risk,MORTGAGE,DEBTCONSOLIDATION,C,N,No Default,Medium Risk,Low Income,25-30
28,18822,2.063059623223802,7855,6.988527336050918,0.41873880753552395,7,0.4169748313579989,54582.9821906539,0,0.99999166,High Risk,RENT,HOMEIMPROVEMENT,A,N,Default,Low Risk,Middle Income,20-25
37,48500,4.0,6000,7.88,0.12,12,0.1237113402061855,47280.0,2,0.024972783,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,25-30
46,90000,5.0,20000,6.91,0.22,15,0.2222222222222222,138200.0,0,0.009711186,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Low Risk,High Income,30-35
24,28435,5.435839638934553,9887,7.29,0.3456416036106545,3,0.3477456570399937,72077.45419356658,0,0.99981695,High Risk,RENT,PERSONAL,A,N,Default,Low Risk,Middle Income,20-25
23,32844,1.0902285229741095,11000,7.66,0.33155746931853447,2,0.3349556972068067,84260.0,0,0.99986017,High Risk,RENT,DEBTCONSOLIDATION,A,N,Default,Low Risk,Middle Income,20-25
24,75000,4.0,7000,7.66,0.09,3,0.0933333333333333,53620.0,2,0.03149359,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Low Income,20-25
25,16200,2.0,1500,6.91,0.09,4,0.0925925925925925,10365.0,2,0.037253834,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Middle Income,20-25
35,50000,6.0,7200,11.99,0.14,9,0.144,86328.0,1,0.0067752195,Low Risk,RENT,VENTURE,B,N,No Default,Medium Risk,Upper Middle Income,25-30
24,64000,9.0,10000,10.99,0.16,4,0.15625,109900.0,1,0.21580726,Medium Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,No Default,Medium Risk,Low Income,20-25
28,120000,11.0,5000,13.06,0.04,5,0.0416666666666666,65300.0,1,0.4272073,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,C,N,No Default,Medium Risk,High Income,20-25
24,73000,0.0,22400,16.7,0.31,4,0.3068493150684931,374080.0,0,0.9987803,High Risk,RENT,VENTURE,E,Y,Default,Low Risk,Low Income,20-25
37,89532,9.0,6600,12.53,0.07,12,0.0737166599651521,82698.0,1,0.07588133,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,High Income,25-30
21,44000,5.307617246830393,8276,15.800888577539673,0.18615234493660787,2,0.18811035277607618,130036.68451566921,1,0.990338,High Risk,RENT,PERSONAL,C,N,Default,Medium Risk,Upper Middle Income,20-25
28,9845,2.0,3230,7.88,0.33,6,0.32821302400091934,25458.088225236534,2,0.99611294,High Risk,OWN,HOMEIMPROVEMENT,A,N,Default,High Risk,Middle Income,20-25
26,95000,0.0,20000,14.96,0.21,4,0.2105263157894736,299200.0,0,0.28325647,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,D,N,No Default,Low Risk,High Income,20-25
32,75000,5.0,15000,13.57,0.2,6,0.2,203550.0,0,0.037868295,Low Risk,MORTGAGE,PERSONAL,C,N,No Default,Low Risk,Low Income,25-30
23,75000,7.0,17000,11.12,0.23,2,0.2266666666666666,189040.0,0,0.010531645,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Low Risk,Low Income,20-25
31,134748,15.0,18000,10.74,0.13,9,0.1335826876836762,193320.0,0,0.0037900475,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Low Risk,High Income,25-30
33,45360,3.0,5000,15.99,0.11,6,0.1102292768959435,79950.0,1,0.21435237,Medium Risk,RENT,PERSONAL,D,N,No Default,Medium Risk,Upper Middle Income,25-30
23,13000,3.0,2800,15.21,0.22,2,0.2153846153846154,42588.0,1,0.9983125,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Middle Income,20-25
28,71500,13.0,15000,11.49,0.21,7,0.2097902097902098,172350.0,0,0.113048896,Low Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,Low Risk,Low Income,20-25
41,18042,2.9152725879968706,8013,6.897714525259547,0.44,16,0.44417812290086733,55272.86171553873,0,0.9999926,High Risk,RENT,VENTURE,A,N,Default,Low Risk,Middle Income,25-30
25,78000,7.0,9000,11.78,0.12,2,0.1153846153846153,106020.0,1,0.18782422,Low Risk,MORTGAGE,VENTURE,C,Y,Default,Medium Risk,Low Income,20-25
23,115000,4.0,24000,7.9,0.21,3,0.208695652173913,189600.0,0,0.019276131,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,Low Risk,High Income,20-25
30,65000,10.617090146078699,23007,12.109634244501715,0.3521087554750463,5,0.35396566535719365,275248.0579379456,0,0.9977386,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Low Income,20-25
27,116318,4.027671289689606,24861,13.461830346057752,0.2175095839279354,6,0.2138941958211133,334188.1647698893,0,0.9123674,High Risk,MORTGAGE,MEDICAL,D,N,Default,Low Risk,High Income,20-25
38,65000,6.0,11500,13.92,0.18,14,0.1769230769230769,160080.0,1,0.04953269,Low Risk,MORTGAGE,PERSONAL,C,N,No Default,Medium Risk,Low Income,25-30
39,30000,7.0,8450,5.99,0.28,16,0.2816666666666667,50615.5,2,0.0037790558,Low Risk,RENT,VENTURE,A,N,No Default,High Risk,Middle Income,25-30
26,28000,10.0,14500,12.53,0.52,3,0.5178571428571429,181685.0,0,0.9965429,High Risk,RENT,PERSONAL,B,N,Default,Low Risk,Middle Income,20-25
21,48946,4.053652164009691,2042,11.824214813210055,0.041073043280193816,2,0.04175615185255066,24030.43303416911,1,0.9748837,High Risk,MORTGAGE,MEDICAL,A,N,Default,Medium Risk,Upper Middle Income,20-25
26,30000,6.318582945576428,2676,9.603316294248032,0.08703542636058931,4,0.08923306460321666,24428.08005897345,1,0.99899,High Risk,OTHER,HOMEIMPROVEMENT,A,N,Default,Medium Risk,Middle Income,20-25
25,31000,9.0,7000,7.51,0.23,4,0.2258064516129032,52570.0,2,0.2650323,Medium Risk,RENT,EDUCATION,A,N,No Default,High Risk,Middle Income,20-25
33,33414,0.5856168306437234,9024,15.866026141940084,0.2751370098386234,12,0.27052507670984965,141829.22939125024,0,0.9991823,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Low Risk,Middle Income,25-30
33,249100,17.06763908804885,35000,18.471454469776422,0.12651635758211366,12,0.14059051749020196,646500.9064421747,0,0.9495526,High Risk,MORTGAGE,HOMEIMPROVEMENT,E,N,Default,Low Risk,High Income,20-25
30,26400,14.0,3250,14.35,0.12,9,0.1231060606060606,46637.5,1,0.65215975,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Middle Income,20-25
23,44004,0.0,12000,16.0,0.27,2,0.2727024815925825,192000.0,0,0.99331164,High Risk,RENT,VENTURE,E,N,Default,Low Risk,Upper Middle Income,20-25
33,100000,1.0,25000,10.39,0.25,8,0.25,259750.0,0,0.08847872,Low Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,Low Risk,High Income,25-30
22,54000,3.0,15750,6.62,0.29,4,0.2916666666666667,104265.0,0,0.117670886,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,Low Risk,Upper Middle Income,20-25
22,24996,4.0,5300,15.23,0.21,4,0.2120339254280684,80719.0,1,0.23427002,Medium Risk,RENT,PERSONAL,C,Y,No Default,Medium Risk,Middle Income,20-25
32,31000,16.0,3000,7.51,0.1,7,0.0967741935483871,22530.0,2,0.25167805,Medium Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,Default,High Risk,Middle Income,25-30
26,79512,8.470770917882918,15000,11.122674128941604,0.16401119341240797,4,0.18868004330867988,166840.11193412408,0,0.9448412,High Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,Default,Low Risk,Upper Middle Income,20-25
28,42000,4.0,10000,10.75,0.24,9,0.238095238095238,107500.0,0,0.07968062,Low Risk,MORTGAGE,PERSONAL,B,N,No Default,Low Risk,Upper Middle Income,20-25
23,44500,2.0,7000,8.0,0.16,2,0.1573033707865168,56000.0,2,0.091443725,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Upper Middle Income,20-25
34,78099,1.4946492072893738,15000,14.36533888353834,0.17505350792710628,8,0.19206265177924955,215480.0832530751,0,0.9830231,High Risk,MORTGAGE,EDUCATION,C,Y,Default,Low Risk,Low Income,25-30
23,41856,3.712072251774285,18712,7.130364777260036,0.44496126440605,3,0.4468109215373002,132902.8566988028,0,0.78793675,High Risk,MORTGAGE,MEDICAL,A,N,Default,Low Risk,Upper Middle Income,20-25
22,21600,0.0,4800,13.49,0.22,3,0.2222222222222222,64752.0,1,0.63029927,High Risk,RENT,MEDICAL,C,N,No Default,Medium Risk,Middle Income,20-25
26,21599,2.0,7998,10.592435946196131,0.3699350414347698,4,0.37030043220797776,84721.0718163263,0,0.99680674,High Risk,RENT,MEDICAL,B,N,Default,Low Risk,Middle Income,20-25
28,55000,4.0,10650,11.58,0.19,8,0.1936363636363636,123327.0,1,0.008273444,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Medium Risk,Upper Middle Income,20-25
24,109901,5.439328128370235,35000,18.339623515507043,0.3164016796790744,4,0.31860734455702466,641886.8230427465,0,0.99984074,High Risk,RENT,DEBTCONSOLIDATION,D,N,Default,Low Risk,High Income,20-25
26,51948,2.3058019864110815,5507,8.429286334203665,0.10870534657607388,2,0.10567830314339918,44898.772080153685,2,0.8259105,High Risk,OWN,EDUCATION,A,N,Default,High Risk,Upper Middle Income,20-25
35,500000,6.0,7500,12.29,0.01,9,0.015,92175.0,2,0.046974674,Low Risk,MORTGAGE,DEBTCONSOLIDATION,C,Y,No Default,High Risk,High Income,25-30
29,33818,11.642411462810339,6000,14.938237644272096,0.18,5,0.17744039018395294,89629.42586563257,1,0.5435038,High Risk,MORTGAGE,VENTURE,D,N,Default,Medium Risk,Middle Income,20-25
